"group","code","name","icd"
"0030","015","Tuberculosis",9
"0030","0150","Tuberculosis",9
"0030","0151","Tuberculosis",9
"0030","0152","Tuberculosis",9
"0030","0153","Tuberculosis",9
"0030","0154","Tuberculosis",9
"0030","0155","Tuberculosis",9
"0030","0156","Tuberculosis",9
"0030","0157","Tuberculosis",9
"0030","0158","Tuberculosis",9
"0030","0159","Tuberculosis",9
"0030","016","Tuberculosis",9
"0030","0160","Tuberculosis",9
"0030","0161","Tuberculosis",9
"0030","0162","Tuberculosis",9
"0030","0163","Tuberculosis",9
"0030","0164","Tuberculosis",9
"0030","0165","Tuberculosis",9
"0030","0166","Tuberculosis",9
"0030","0167","Tuberculosis",9
"0030","0168","Tuberculosis",9
"0030","0169","Tuberculosis",9
"0030","017","Tuberculosis",9
"0030","0170","Tuberculosis",9
"0030","0171","Tuberculosis",9
"0030","0172","Tuberculosis",9
"0030","0173","Tuberculosis",9
"0030","0174","Tuberculosis",9
"0030","0175","Tuberculosis",9
"0030","0176","Tuberculosis",9
"0030","0177","Tuberculosis",9
"0030","0178","Tuberculosis",9
"0030","0179","Tuberculosis",9
"0030","018","Tuberculosis",9
"0030","0180","Tuberculosis",9
"0030","0181","Tuberculosis",9
"0030","0182","Tuberculosis",9
"0030","0183","Tuberculosis",9
"0030","0184","Tuberculosis",9
"0030","0185","Tuberculosis",9
"0030","0186","Tuberculosis",9
"0030","0187","Tuberculosis",9
"0030","0188","Tuberculosis",9
"0030","0189","Tuberculosis",9
"0040","090","STDs excluding HIV",9
"0040","0900","STDs excluding HIV",9
"0040","0901","STDs excluding HIV",9
"0040","0902","STDs excluding HIV",9
"0040","0903","STDs excluding HIV",9
"0040","0904","STDs excluding HIV",9
"0040","0905","STDs excluding HIV",9
"0040","0906","STDs excluding HIV",9
"0040","0907","STDs excluding HIV",9
"0040","0908","STDs excluding HIV",9
"0040","0909","STDs excluding HIV",9
"0040","091","STDs excluding HIV",9
"0040","0910","STDs excluding HIV",9
"0040","0911","STDs excluding HIV",9
"0040","0912","STDs excluding HIV",9
"0040","0913","STDs excluding HIV",9
"0040","0914","STDs excluding HIV",9
"0040","0915","STDs excluding HIV",9
"0040","0916","STDs excluding HIV",9
"0040","0917","STDs excluding HIV",9
"0040","0918","STDs excluding HIV",9
"0040","0919","STDs excluding HIV",9
"0040","092","STDs excluding HIV",9
"0040","0920","STDs excluding HIV",9
"0040","0921","STDs excluding HIV",9
"0040","0922","STDs excluding HIV",9
"0040","0923","STDs excluding HIV",9
"0040","0924","STDs excluding HIV",9
"0040","0925","STDs excluding HIV",9
"0040","0926","STDs excluding HIV",9
"0040","0927","STDs excluding HIV",9
"0040","0928","STDs excluding HIV",9
"0040","0929","STDs excluding HIV",9
"0040","093","STDs excluding HIV",9
"0040","0930","STDs excluding HIV",9
"0040","0931","STDs excluding HIV",9
"0040","0932","STDs excluding HIV",9
"0040","0933","STDs excluding HIV",9
"0040","0934","STDs excluding HIV",9
"0040","0935","STDs excluding HIV",9
"0040","0936","STDs excluding HIV",9
"0040","0937","STDs excluding HIV",9
"0040","0938","STDs excluding HIV",9
"0040","0939","STDs excluding HIV",9
"0040","094","STDs excluding HIV",9
"0040","0940","STDs excluding HIV",9
"0040","0941","STDs excluding HIV",9
"0040","0942","STDs excluding HIV",9
"0040","0943","STDs excluding HIV",9
"0040","0944","STDs excluding HIV",9
"0040","0945","STDs excluding HIV",9
"0040","0946","STDs excluding HIV",9
"0040","0947","STDs excluding HIV",9
"0040","0948","STDs excluding HIV",9
"0040","0949","STDs excluding HIV",9
"0040","095","STDs excluding HIV",9
"0040","0950","STDs excluding HIV",9
"0040","0951","STDs excluding HIV",9
"0040","0952","STDs excluding HIV",9
"0040","0953","STDs excluding HIV",9
"0040","0954","STDs excluding HIV",9
"0040","0955","STDs excluding HIV",9
"0040","0956","STDs excluding HIV",9
"0040","0957","STDs excluding HIV",9
"0040","0958","STDs excluding HIV",9
"0040","0959","STDs excluding HIV",9
"0040","096","STDs excluding HIV",9
"0040","0960","STDs excluding HIV",9
"0040","0961","STDs excluding HIV",9
"0040","0962","STDs excluding HIV",9
"0040","0963","STDs excluding HIV",9
"0040","0964","STDs excluding HIV",9
"0040","0965","STDs excluding HIV",9
"0040","0966","STDs excluding HIV",9
"0040","0967","STDs excluding HIV",9
"0040","0968","STDs excluding HIV",9
"0040","0969","STDs excluding HIV",9
"0040","097","STDs excluding HIV",9
"0040","0970","STDs excluding HIV",9
"0040","0971","STDs excluding HIV",9
"0040","0972","STDs excluding HIV",9
"0040","0973","STDs excluding HIV",9
"0040","0974","STDs excluding HIV",9
"0040","0975","STDs excluding HIV",9
"0040","0976","STDs excluding HIV",9
"0040","0977","STDs excluding HIV",9
"0040","0978","STDs excluding HIV",9
"0040","0979","STDs excluding HIV",9
"0040","098","STDs excluding HIV",9
"0040","0980","STDs excluding HIV",9
"0040","0981","STDs excluding HIV",9
"0040","0982","STDs excluding HIV",9
"0040","0983","STDs excluding HIV",9
"0040","0984","STDs excluding HIV",9
"0040","0985","STDs excluding HIV",9
"0040","0986","STDs excluding HIV",9
"0040","0987","STDs excluding HIV",9
"0040","0988","STDs excluding HIV",9
"0040","0989","STDs excluding HIV",9
"0040","099","STDs excluding HIV",9
"0040","0990","STDs excluding HIV",9
"0040","0991","STDs excluding HIV",9
"0040","0992","STDs excluding HIV",9
"0040","0993","STDs excluding HIV",9
"0040","0994","STDs excluding HIV",9
"0040","0995","STDs excluding HIV",9
"0040","0996","STDs excluding HIV",9
"0040","0997","STDs excluding HIV",9
"0040","0998","STDs excluding HIV",9
"0040","0999","STDs excluding HIV",9
"0040","614","STDs excluding HIV",9
"0040","6140","STDs excluding HIV",9
"0040","6141","STDs excluding HIV",9
"0040","6142","STDs excluding HIV",9
"0040","6143","STDs excluding HIV",9
"0040","6144","STDs excluding HIV",9
"0040","6145","STDs excluding HIV",9
"0040","6146","STDs excluding HIV",9
"0040","6147","STDs excluding HIV",9
"0040","6148","STDs excluding HIV",9
"0040","6149","STDs excluding HIV",9
"0040","615","STDs excluding HIV",9
"0040","6150","STDs excluding HIV",9
"0040","6151","STDs excluding HIV",9
"0040","6152","STDs excluding HIV",9
"0040","6153","STDs excluding HIV",9
"0040","6154","STDs excluding HIV",9
"0040","6155","STDs excluding HIV",9
"0040","6156","STDs excluding HIV",9
"0040","6157","STDs excluding HIV",9
"0040","6158","STDs excluding HIV",9
"0040","6159","STDs excluding HIV",9
"0040","616","STDs excluding HIV",9
"0040","6160","STDs excluding HIV",9
"0040","6161","STDs excluding HIV",9
"0040","6162","STDs excluding HIV",9
"0040","6163","STDs excluding HIV",9
"0040","6164","STDs excluding HIV",9
"0040","6165","STDs excluding HIV",9
"0040","6166","STDs excluding HIV",9
"0040","6167","STDs excluding HIV",9
"0040","6168","STDs excluding HIV",9
"0040","6169","STDs excluding HIV",9
"0090","2795","HIV/AIDS",9
"0090","2796","HIV/AIDS",9
"0090","042","HIV/AIDS",9
"0090","0420","HIV/AIDS",9
"0090","0421","HIV/AIDS",9
"0090","0422","HIV/AIDS",9
"0090","0423","HIV/AIDS",9
"0090","0424","HIV/AIDS",9
"0090","0425","HIV/AIDS",9
"0090","0426","HIV/AIDS",9
"0090","0427","HIV/AIDS",9
"0090","0428","HIV/AIDS",9
"0090","0429","HIV/AIDS",9
"0090","043","HIV/AIDS",9
"0090","0430","HIV/AIDS",9
"0090","0431","HIV/AIDS",9
"0090","0432","HIV/AIDS",9
"0090","0433","HIV/AIDS",9
"0090","0434","HIV/AIDS",9
"0090","0435","HIV/AIDS",9
"0090","0436","HIV/AIDS",9
"0090","0437","HIV/AIDS",9
"0090","0438","HIV/AIDS",9
"0090","0439","HIV/AIDS",9
"0090","044","HIV/AIDS",9
"0090","0440","HIV/AIDS",9
"0090","0441","HIV/AIDS",9
"0090","0442","HIV/AIDS",9
"0090","0443","HIV/AIDS",9
"0090","0444","HIV/AIDS",9
"0090","0445","HIV/AIDS",9
"0090","0446","HIV/AIDS",9
"0090","0447","HIV/AIDS",9
"0090","0448","HIV/AIDS",9
"0090","0449","HIV/AIDS",9
"0100","001","Diarrhoeal diseases",9
"0100","0010","Diarrhoeal diseases",9
"0100","0011","Diarrhoeal diseases",9
"0100","0012","Diarrhoeal diseases",9
"0100","0013","Diarrhoeal diseases",9
"0100","0014","Diarrhoeal diseases",9
"0100","0015","Diarrhoeal diseases",9
"0100","0016","Diarrhoeal diseases",9
"0100","0017","Diarrhoeal diseases",9
"0100","0018","Diarrhoeal diseases",9
"0100","0019","Diarrhoeal diseases",9
"0100","002","Diarrhoeal diseases",9
"0100","0020","Diarrhoeal diseases",9
"0100","0021","Diarrhoeal diseases",9
"0100","0022","Diarrhoeal diseases",9
"0100","0023","Diarrhoeal diseases",9
"0100","0024","Diarrhoeal diseases",9
"0100","0025","Diarrhoeal diseases",9
"0100","0026","Diarrhoeal diseases",9
"0100","0027","Diarrhoeal diseases",9
"0100","0028","Diarrhoeal diseases",9
"0100","0029","Diarrhoeal diseases",9
"0100","004","Diarrhoeal diseases",9
"0100","0040","Diarrhoeal diseases",9
"0100","0041","Diarrhoeal diseases",9
"0100","0042","Diarrhoeal diseases",9
"0100","0043","Diarrhoeal diseases",9
"0100","0044","Diarrhoeal diseases",9
"0100","0045","Diarrhoeal diseases",9
"0100","0046","Diarrhoeal diseases",9
"0100","0047","Diarrhoeal diseases",9
"0100","0048","Diarrhoeal diseases",9
"0100","0049","Diarrhoeal diseases",9
"0100","006","Diarrhoeal diseases",9
"0100","0060","Diarrhoeal diseases",9
"0100","0061","Diarrhoeal diseases",9
"0100","0062","Diarrhoeal diseases",9
"0100","0063","Diarrhoeal diseases",9
"0100","0064","Diarrhoeal diseases",9
"0100","0065","Diarrhoeal diseases",9
"0100","0066","Diarrhoeal diseases",9
"0100","0067","Diarrhoeal diseases",9
"0100","0068","Diarrhoeal diseases",9
"0100","0069","Diarrhoeal diseases",9
"0100","007","Diarrhoeal diseases",9
"0100","0070","Diarrhoeal diseases",9
"0100","0071","Diarrhoeal diseases",9
"0100","0072","Diarrhoeal diseases",9
"0100","0073","Diarrhoeal diseases",9
"0100","0074","Diarrhoeal diseases",9
"0100","0075","Diarrhoeal diseases",9
"0100","0076","Diarrhoeal diseases",9
"0100","0077","Diarrhoeal diseases",9
"0100","0078","Diarrhoeal diseases",9
"0100","0079","Diarrhoeal diseases",9
"0100","008","Diarrhoeal diseases",9
"0100","0080","Diarrhoeal diseases",9
"0100","0081","Diarrhoeal diseases",9
"0100","0082","Diarrhoeal diseases",9
"0100","0083","Diarrhoeal diseases",9
"0100","0084","Diarrhoeal diseases",9
"0100","0085","Diarrhoeal diseases",9
"0100","0086","Diarrhoeal diseases",9
"0100","0087","Diarrhoeal diseases",9
"0100","0088","Diarrhoeal diseases",9
"0100","0089","Diarrhoeal diseases",9
"0100","009","Diarrhoeal diseases",9
"0100","0090","Diarrhoeal diseases",9
"0100","0091","Diarrhoeal diseases",9
"0100","0092","Diarrhoeal diseases",9
"0100","0093","Diarrhoeal diseases",9
"0100","0094","Diarrhoeal diseases",9
"0100","0095","Diarrhoeal diseases",9
"0100","0096","Diarrhoeal diseases",9
"0100","0097","Diarrhoeal diseases",9
"0100","0098","Diarrhoeal diseases",9
"0100","0099","Diarrhoeal diseases",9
"0110","032","Childhood-cluster diseases",9
"0110","0320","Childhood-cluster diseases",9
"0110","0321","Childhood-cluster diseases",9
"0110","0322","Childhood-cluster diseases",9
"0110","0323","Childhood-cluster diseases",9
"0110","0324","Childhood-cluster diseases",9
"0110","0325","Childhood-cluster diseases",9
"0110","0326","Childhood-cluster diseases",9
"0110","0327","Childhood-cluster diseases",9
"0110","0328","Childhood-cluster diseases",9
"0110","0329","Childhood-cluster diseases",9
"0110","033","Childhood-cluster diseases",9
"0110","0330","Childhood-cluster diseases",9
"0110","0331","Childhood-cluster diseases",9
"0110","0332","Childhood-cluster diseases",9
"0110","0333","Childhood-cluster diseases",9
"0110","0334","Childhood-cluster diseases",9
"0110","0335","Childhood-cluster diseases",9
"0110","0336","Childhood-cluster diseases",9
"0110","0337","Childhood-cluster diseases",9
"0110","0338","Childhood-cluster diseases",9
"0110","0339","Childhood-cluster diseases",9
"0110","037","Childhood-cluster diseases",9
"0110","0370","Childhood-cluster diseases",9
"0110","0371","Childhood-cluster diseases",9
"0110","0372","Childhood-cluster diseases",9
"0110","0373","Childhood-cluster diseases",9
"0110","0374","Childhood-cluster diseases",9
"0110","0375","Childhood-cluster diseases",9
"0110","0376","Childhood-cluster diseases",9
"0110","0377","Childhood-cluster diseases",9
"0110","0378","Childhood-cluster diseases",9
"0110","0379","Childhood-cluster diseases",9
"0110","045","Childhood-cluster diseases",9
"0110","0450","Childhood-cluster diseases",9
"0110","0451","Childhood-cluster diseases",9
"0110","0452","Childhood-cluster diseases",9
"0110","0453","Childhood-cluster diseases",9
"0110","0454","Childhood-cluster diseases",9
"0110","0455","Childhood-cluster diseases",9
"0110","0456","Childhood-cluster diseases",9
"0110","0457","Childhood-cluster diseases",9
"0110","0458","Childhood-cluster diseases",9
"0110","0459","Childhood-cluster diseases",9
"0110","055","Childhood-cluster diseases",9
"0110","0550","Childhood-cluster diseases",9
"0110","0551","Childhood-cluster diseases",9
"0110","0552","Childhood-cluster diseases",9
"0110","0553","Childhood-cluster diseases",9
"0110","0554","Childhood-cluster diseases",9
"0110","0555","Childhood-cluster diseases",9
"0110","0556","Childhood-cluster diseases",9
"0110","0557","Childhood-cluster diseases",9
"0110","0558","Childhood-cluster diseases",9
"0110","0559","Childhood-cluster diseases",9
"0110","138","Childhood-cluster diseases",9
"0110","1380","Childhood-cluster diseases",9
"0110","1381","Childhood-cluster diseases",9
"0110","1382","Childhood-cluster diseases",9
"0110","1383","Childhood-cluster diseases",9
"0110","1384","Childhood-cluster diseases",9
"0110","1385","Childhood-cluster diseases",9
"0110","1386","Childhood-cluster diseases",9
"0110","1387","Childhood-cluster diseases",9
"0110","1388","Childhood-cluster diseases",9
"0110","1389","Childhood-cluster diseases",9
"0110","7713","Childhood-cluster diseases",9
"0170","036","Meningitis",9
"0170","0360","Meningitis",9
"0170","0361","Meningitis",9
"0170","0362","Meningitis",9
"0170","0363","Meningitis",9
"0170","0364","Meningitis",9
"0170","0365","Meningitis",9
"0170","0366","Meningitis",9
"0170","0367","Meningitis",9
"0170","0368","Meningitis",9
"0170","0369","Meningitis",9
"0170","320","Meningitis",9
"0170","3200","Meningitis",9
"0170","3201","Meningitis",9
"0170","3202","Meningitis",9
"0170","3203","Meningitis",9
"0170","3204","Meningitis",9
"0170","3205","Meningitis",9
"0170","3206","Meningitis",9
"0170","3207","Meningitis",9
"0170","3208","Meningitis",9
"0170","3209","Meningitis",9
"0170","321","Meningitis",9
"0170","3210","Meningitis",9
"0170","3211","Meningitis",9
"0170","3212","Meningitis",9
"0170","3213","Meningitis",9
"0170","3214","Meningitis",9
"0170","3215","Meningitis",9
"0170","3216","Meningitis",9
"0170","3217","Meningitis",9
"0170","3218","Meningitis",9
"0170","3219","Meningitis",9
"0170","322","Meningitis",9
"0170","3220","Meningitis",9
"0170","3221","Meningitis",9
"0170","3222","Meningitis",9
"0170","3223","Meningitis",9
"0170","3224","Meningitis",9
"0170","3225","Meningitis",9
"0170","3226","Meningitis",9
"0170","3227","Meningitis",9
"0170","3228","Meningitis",9
"0170","3229","Meningitis",9
"0180","0702","Hepatitis B",9
"0180","0703","Hepatitis B",9
"0180","0704","Hepatitis B",9
"0180","0705","Hepatitis B",9
"0180","0706","Hepatitis B",9
"0180","0707","Hepatitis B",9
"0180","0708","Hepatitis B",9
"0180","0709","Hepatitis B",9
"0200","084","Malaria",9
"0200","0840","Malaria",9
"0200","0841","Malaria",9
"0200","0842","Malaria",9
"0200","0843","Malaria",9
"0200","0844","Malaria",9
"0200","0845","Malaria",9
"0200","0846","Malaria",9
"0200","0847","Malaria",9
"0200","0848","Malaria",9
"0200","0849","Malaria",9
"0210","085","Tropical-cluster diseases",9
"0210","0850","Tropical-cluster diseases",9
"0210","0851","Tropical-cluster diseases",9
"0210","0852","Tropical-cluster diseases",9
"0210","0853","Tropical-cluster diseases",9
"0210","0854","Tropical-cluster diseases",9
"0210","0855","Tropical-cluster diseases",9
"0210","0856","Tropical-cluster diseases",9
"0210","0857","Tropical-cluster diseases",9
"0210","0858","Tropical-cluster diseases",9
"0210","0859","Tropical-cluster diseases",9
"0210","086","Tropical-cluster diseases",9
"0210","0860","Tropical-cluster diseases",9
"0210","0861","Tropical-cluster diseases",9
"0210","0862","Tropical-cluster diseases",9
"0210","0863","Tropical-cluster diseases",9
"0210","0864","Tropical-cluster diseases",9
"0210","0865","Tropical-cluster diseases",9
"0210","0866","Tropical-cluster diseases",9
"0210","0867","Tropical-cluster diseases",9
"0210","0868","Tropical-cluster diseases",9
"0210","0869","Tropical-cluster diseases",9
"0210","120","Tropical-cluster diseases",9
"0210","1200","Tropical-cluster diseases",9
"0210","1201","Tropical-cluster diseases",9
"0210","1202","Tropical-cluster diseases",9
"0210","1203","Tropical-cluster diseases",9
"0210","1204","Tropical-cluster diseases",9
"0210","1205","Tropical-cluster diseases",9
"0210","1206","Tropical-cluster diseases",9
"0210","1207","Tropical-cluster diseases",9
"0210","1208","Tropical-cluster diseases",9
"0210","1209","Tropical-cluster diseases",9
"0210","1250","Tropical-cluster diseases",9
"0210","1251","Tropical-cluster diseases",9
"0210","1253","Tropical-cluster diseases",9
"0280","030","Leprosy",9
"0280","0300","Leprosy",9
"0280","0301","Leprosy",9
"0280","0302","Leprosy",9
"0280","0303","Leprosy",9
"0280","0304","Leprosy",9
"0280","0305","Leprosy",9
"0280","0306","Leprosy",9
"0280","0307","Leprosy",9
"0280","0308","Leprosy",9
"0280","0309","Leprosy",9
"0290","061","Dengue",9
"0290","0610","Dengue",9
"0290","0611","Dengue",9
"0290","0612","Dengue",9
"0290","0613","Dengue",9
"0290","0614","Dengue",9
"0290","0615","Dengue",9
"0290","0616","Dengue",9
"0290","0617","Dengue",9
"0290","0618","Dengue",9
"0290","0619","Dengue",9
"0300","0620","Japanese encephalitis",9
"0310","076","Trachoma",9
"0310","0760","Trachoma",9
"0310","0761","Trachoma",9
"0310","0762","Trachoma",9
"0310","0763","Trachoma",9
"0310","0764","Trachoma",9
"0310","0765","Trachoma",9
"0310","0766","Trachoma",9
"0310","0767","Trachoma",9
"0310","0768","Trachoma",9
"0310","0769","Trachoma",9
"0320","126","Intestinal nematode infections",9
"0320","1260","Intestinal nematode infections",9
"0320","1261","Intestinal nematode infections",9
"0320","1262","Intestinal nematode infections",9
"0320","1263","Intestinal nematode infections",9
"0320","1264","Intestinal nematode infections",9
"0320","1265","Intestinal nematode infections",9
"0320","1266","Intestinal nematode infections",9
"0320","1267","Intestinal nematode infections",9
"0320","1268","Intestinal nematode infections",9
"0320","1269","Intestinal nematode infections",9
"0320","127","Intestinal nematode infections",9
"0320","1270","Intestinal nematode infections",9
"0320","1271","Intestinal nematode infections",9
"0320","1272","Intestinal nematode infections",9
"0320","1273","Intestinal nematode infections",9
"0320","1274","Intestinal nematode infections",9
"0320","1275","Intestinal nematode infections",9
"0320","1276","Intestinal nematode infections",9
"0320","1277","Intestinal nematode infections",9
"0320","1278","Intestinal nematode infections",9
"0320","1279","Intestinal nematode infections",9
"0320","128","Intestinal nematode infections",9
"0320","1280","Intestinal nematode infections",9
"0320","1281","Intestinal nematode infections",9
"0320","1282","Intestinal nematode infections",9
"0320","1283","Intestinal nematode infections",9
"0320","1284","Intestinal nematode infections",9
"0320","1285","Intestinal nematode infections",9
"0320","1286","Intestinal nematode infections",9
"0320","1287","Intestinal nematode infections",9
"0320","1288","Intestinal nematode infections",9
"0320","1289","Intestinal nematode infections",9
"0320","129","Intestinal nematode infections",9
"0320","1290","Intestinal nematode infections",9
"0320","1291","Intestinal nematode infections",9
"0320","1292","Intestinal nematode infections",9
"0320","1293","Intestinal nematode infections",9
"0320","1294","Intestinal nematode infections",9
"0320","1295","Intestinal nematode infections",9
"0320","1296","Intestinal nematode infections",9
"0320","1297","Intestinal nematode infections",9
"0320","1298","Intestinal nematode infections",9
"0320","1299","Intestinal nematode infections",9
"0390","466","Lower respiratory infections",9
"0390","4660","Lower respiratory infections",9
"0390","4661","Lower respiratory infections",9
"0390","4662","Lower respiratory infections",9
"0390","4663","Lower respiratory infections",9
"0390","4664","Lower respiratory infections",9
"0390","4665","Lower respiratory infections",9
"0390","4666","Lower respiratory infections",9
"0390","4667","Lower respiratory infections",9
"0390","4668","Lower respiratory infections",9
"0390","4669","Lower respiratory infections",9
"0390","480","Lower respiratory infections",9
"0390","4800","Lower respiratory infections",9
"0390","4801","Lower respiratory infections",9
"0390","4802","Lower respiratory infections",9
"0390","4803","Lower respiratory infections",9
"0390","4804","Lower respiratory infections",9
"0390","4805","Lower respiratory infections",9
"0390","4806","Lower respiratory infections",9
"0390","4807","Lower respiratory infections",9
"0390","4808","Lower respiratory infections",9
"0390","4809","Lower respiratory infections",9
"0390","481","Lower respiratory infections",9
"0390","4810","Lower respiratory infections",9
"0390","4811","Lower respiratory infections",9
"0390","4812","Lower respiratory infections",9
"0390","4813","Lower respiratory infections",9
"0390","4814","Lower respiratory infections",9
"0390","4815","Lower respiratory infections",9
"0390","4816","Lower respiratory infections",9
"0390","4817","Lower respiratory infections",9
"0390","4818","Lower respiratory infections",9
"0390","4819","Lower respiratory infections",9
"0390","482","Lower respiratory infections",9
"0390","4820","Lower respiratory infections",9
"0390","4821","Lower respiratory infections",9
"0390","4822","Lower respiratory infections",9
"0390","4823","Lower respiratory infections",9
"0390","4824","Lower respiratory infections",9
"0390","4825","Lower respiratory infections",9
"0390","4826","Lower respiratory infections",9
"0390","4827","Lower respiratory infections",9
"0390","4828","Lower respiratory infections",9
"0390","4829","Lower respiratory infections",9
"0390","483","Lower respiratory infections",9
"0390","4830","Lower respiratory infections",9
"0390","4831","Lower respiratory infections",9
"0390","4832","Lower respiratory infections",9
"0390","4833","Lower respiratory infections",9
"0390","4834","Lower respiratory infections",9
"0390","4835","Lower respiratory infections",9
"0390","4836","Lower respiratory infections",9
"0390","4837","Lower respiratory infections",9
"0390","4838","Lower respiratory infections",9
"0390","4839","Lower respiratory infections",9
"0390","484","Lower respiratory infections",9
"0390","4840","Lower respiratory infections",9
"0390","4841","Lower respiratory infections",9
"0390","4842","Lower respiratory infections",9
"0390","4843","Lower respiratory infections",9
"0390","4844","Lower respiratory infections",9
"0390","4845","Lower respiratory infections",9
"0390","4846","Lower respiratory infections",9
"0390","4847","Lower respiratory infections",9
"0390","4848","Lower respiratory infections",9
"0390","4849","Lower respiratory infections",9
"0390","485","Lower respiratory infections",9
"0390","4850","Lower respiratory infections",9
"0390","4851","Lower respiratory infections",9
"0390","4852","Lower respiratory infections",9
"0390","4853","Lower respiratory infections",9
"0390","4854","Lower respiratory infections",9
"0390","4855","Lower respiratory infections",9
"0390","4856","Lower respiratory infections",9
"0390","4857","Lower respiratory infections",9
"0390","4858","Lower respiratory infections",9
"0390","4859","Lower respiratory infections",9
"0390","486","Lower respiratory infections",9
"0390","4860","Lower respiratory infections",9
"0390","4861","Lower respiratory infections",9
"0390","4862","Lower respiratory infections",9
"0390","4863","Lower respiratory infections",9
"0390","4864","Lower respiratory infections",9
"0390","4865","Lower respiratory infections",9
"0390","4866","Lower respiratory infections",9
"0390","4867","Lower respiratory infections",9
"0390","4868","Lower respiratory infections",9
"0390","4869","Lower respiratory infections",9
"0390","487","Lower respiratory infections",9
"0390","4870","Lower respiratory infections",9
"0390","4871","Lower respiratory infections",9
"0390","4872","Lower respiratory infections",9
"0390","4873","Lower respiratory infections",9
"0390","4874","Lower respiratory infections",9
"0390","4875","Lower respiratory infections",9
"0390","4876","Lower respiratory infections",9
"0390","4877","Lower respiratory infections",9
"0390","4878","Lower respiratory infections",9
"0390","4879","Lower respiratory infections",9
"0400","460","Upper respiratory infections",9
"0400","4600","Upper respiratory infections",9
"0400","4601","Upper respiratory infections",9
"0400","4602","Upper respiratory infections",9
"0400","4603","Upper respiratory infections",9
"0400","4604","Upper respiratory infections",9
"0400","4605","Upper respiratory infections",9
"0400","4606","Upper respiratory infections",9
"0400","4607","Upper respiratory infections",9
"0400","4608","Upper respiratory infections",9
"0400","4609","Upper respiratory infections",9
"0400","461","Upper respiratory infections",9
"0400","4610","Upper respiratory infections",9
"0400","4611","Upper respiratory infections",9
"0400","4612","Upper respiratory infections",9
"0400","4613","Upper respiratory infections",9
"0400","4614","Upper respiratory infections",9
"0400","4615","Upper respiratory infections",9
"0400","4616","Upper respiratory infections",9
"0400","4617","Upper respiratory infections",9
"0400","4618","Upper respiratory infections",9
"0400","4619","Upper respiratory infections",9
"0400","462","Upper respiratory infections",9
"0400","4620","Upper respiratory infections",9
"0400","4621","Upper respiratory infections",9
"0400","4622","Upper respiratory infections",9
"0400","4623","Upper respiratory infections",9
"0400","4624","Upper respiratory infections",9
"0400","4625","Upper respiratory infections",9
"0400","4626","Upper respiratory infections",9
"0400","4627","Upper respiratory infections",9
"0400","4628","Upper respiratory infections",9
"0400","4629","Upper respiratory infections",9
"0400","463","Upper respiratory infections",9
"0400","4630","Upper respiratory infections",9
"0400","4631","Upper respiratory infections",9
"0400","4632","Upper respiratory infections",9
"0400","4633","Upper respiratory infections",9
"0400","4634","Upper respiratory infections",9
"0400","4635","Upper respiratory infections",9
"0400","4636","Upper respiratory infections",9
"0400","4637","Upper respiratory infections",9
"0400","4638","Upper respiratory infections",9
